id,name,location,state,city,ranking,cr360,nirf,branch,exams,rating,fees,type,links,gallery,unv_links,unv_gallery
99,"Adarsh Institute of Technology, Vita","Vita,Maharashtra",Maharashtra,Vita,No Ranking,,,Diploma in Civil Engineering,Not Mentioned,No Ratings,Not Mentioned,Private,https://careers360.com/colleges/adarsh-institute-of-technology-vita,https://www.careers360.com/colleges/adarsh-institute-of-technology-vita?gallery=true,https://careers360.com/university/adarsh-institute-of-technology-vita,https://www.careers360.com/university/adarsh-institute-of-technology-vita?gallery=true
100,"Adarsh Polytechnic College, Patiala","Samana,Punjab",Punjab,Samana,No Ranking,,,Diploma in Mechanical Engineering,Not Mentioned,No Ratings,Not Mentioned,Private,https://careers360.com/colleges/adarsh-polytechnic-college-patiala,https://www.careers360.com/colleges/adarsh-polytechnic-college-patiala?gallery=true,https://careers360.com/university/adarsh-polytechnic-college-patiala,https://www.careers360.com/university/adarsh-polytechnic-college-patiala?gallery=true
101,"Adarsh Polytechnic, Dhule","Dhule,Maharashtra",Maharashtra,Dhule,No Ranking,,,Diploma in Civil Engineering,Not Mentioned,No Ratings,Not Mentioned,Private,https://careers360.com/colleges/adarsh-polytechnic-dhule,https://www.careers360.com/colleges/adarsh-polytechnic-dhule?gallery=true,https://careers360.com/university/adarsh-polytechnic-dhule,https://www.careers360.com/university/adarsh-polytechnic-dhule?gallery=true
102,"Adarsh Polytechnic, Ghazipur","Ghazipur,Uttar Pradesh",Uttar Pradesh,Ghazipur,No Ranking,,,Diploma in Civil Engineering,"JEECUP,",No Ratings,['₹90.45 K'],Private,https://careers360.com/colleges/adarsh-polytechnic-ghazipur,https://www.careers360.com/colleges/adarsh-polytechnic-ghazipur?gallery=true,https://careers360.com/university/adarsh-polytechnic-ghazipur,https://www.careers360.com/university/adarsh-polytechnic-ghazipur?gallery=true
103,"Adarsh Polytechnic, Jind","Jind,Haryana",Haryana,Jind,No Ranking,,,Diploma in Civil Engineering,Not Mentioned,No Ratings,Not Mentioned,Private,https://careers360.com/colleges/adarsh-polytechnic-jind,https://www.careers360.com/colleges/adarsh-polytechnic-jind?gallery=true,https://careers360.com/university/adarsh-polytechnic-jind,https://www.careers360.com/university/adarsh-polytechnic-jind?gallery=true
104,"Adarsh Shikshan Prasarak Mandal's KT Patil College of Engineering and Technology, Osmanabad","Osmanabad,Maharashtra",Maharashtra,Osmanabad,No Ranking,,,Diploma in Civil Engineering,Not Mentioned,No Ratings,Not Mentioned,Private,https://careers360.com/colleges/adarsh-shikshan-prasarak-mandal's-kt-patil-college-of-engineering-and-technology-osmanabad,https://www.careers360.com/colleges/adarsh-shikshan-prasarak-mandal's-kt-patil-college-of-engineering-and-technology-osmanabad?gallery=true,https://careers360.com/university/adarsh-shikshan-prasarak-mandal's-kt-patil-college-of-engineering-and-technology-osmanabad,https://www.careers360.com/university/adarsh-shikshan-prasarak-mandal's-kt-patil-college-of-engineering-and-technology-osmanabad?gallery=true
105,"Adesh Institute of Engineering and Technology, Faridkot","Faridkot,Punjab",Punjab,Faridkot,No Ranking,,,B.Tech Civil Engineering,Not Mentioned,2.0/5,Not Mentioned,Private,https://careers360.com/colleges/adesh-institute-of-engineering-and-technology-faridkot,https://www.careers360.com/colleges/adesh-institute-of-engineering-and-technology-faridkot?gallery=true,https://careers360.com/university/adesh-institute-of-engineering-and-technology-faridkot,https://www.careers360.com/university/adesh-institute-of-engineering-and-technology-faridkot?gallery=true
106,"Adesh Institute of Technology, Gharuan","Gharuan,Punjab",Punjab,Gharuan,No Ranking,,,B.Tech Civil Engineering,Not Mentioned,1.6/5,Not Mentioned,Private,https://careers360.com/colleges/adesh-institute-of-technology-gharuan,https://www.careers360.com/colleges/adesh-institute-of-technology-gharuan?gallery=true,https://careers360.com/university/adesh-institute-of-technology-gharuan,https://www.careers360.com/university/adesh-institute-of-technology-gharuan?gallery=true
107,"Adesh Polytechnic College, Sri Muktsar Sahib","Marh Mallu,Punjab",Punjab,Marh Mallu,No Ranking,,,Diploma in Civil Engineering,Not Mentioned,No Ratings,Not Mentioned,Private,https://careers360.com/colleges/adesh-polytechnic-college-sri-muktsar-sahib,https://www.careers360.com/colleges/adesh-polytechnic-college-sri-muktsar-sahib?gallery=true,https://careers360.com/university/adesh-polytechnic-college-sri-muktsar-sahib,https://www.careers360.com/university/adesh-polytechnic-college-sri-muktsar-sahib?gallery=true
108,"Adhi College of Engineering and Technology, Kancheepuram","Kancheepuram,Tamil Nadu",Tamil Nadu,Kancheepuram,No Ranking,,,BE Computer Science and Engineering,Not Mentioned,4.5/5,Not Mentioned,Private,https://careers360.com/colleges/adhi-college-of-engineering-and-technology-kancheepuram,https://www.careers360.com/colleges/adhi-college-of-engineering-and-technology-kancheepuram?gallery=true,https://careers360.com/university/adhi-college-of-engineering-and-technology-kancheepuram,https://www.careers360.com/university/adhi-college-of-engineering-and-technology-kancheepuram?gallery=true
109,"Adhiparasakthi College of Engineering, Vellore","Vellore,Tamil Nadu",Tamil Nadu,Vellore,No Ranking,,,B.Tech Artificial Intelligence and Data Science,Not Mentioned,4.0/5,Not Mentioned,Private,https://careers360.com/colleges/adhiparasakthi-college-of-engineering-vellore,https://www.careers360.com/colleges/adhiparasakthi-college-of-engineering-vellore?gallery=true,https://careers360.com/university/adhiparasakthi-college-of-engineering-vellore,https://www.careers360.com/university/adhiparasakthi-college-of-engineering-vellore?gallery=true
110,"Adhiparasakthi Engineering College, Kancheepuram","Kancheepuram,Tamil Nadu",Tamil Nadu,Kancheepuram,| Careers360  Rating: AAA,AAA,,BE Computer Science and Engineering,Not Mentioned,3.3/5,Not Mentioned,Private,https://careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram,https://www.careers360.com/colleges/adhiparasakthi-engineering-college-kancheepuram?gallery=true,https://careers360.com/university/adhiparasakthi-engineering-college-kancheepuram,https://www.careers360.com/university/adhiparasakthi-engineering-college-kancheepuram?gallery=true
111,"Adhiparasakthi Polytechnic College, Melmaruvathur","Kanchipuram,Tamil Nadu",Tamil Nadu,Kanchipuram,No Ranking,,,Diploma in Electrical and Electronics Engineering,Not Mentioned,No Ratings,Not Mentioned,Private,https://careers360.com/colleges/adhiparasakthi-polytechnic-college-melmaruvathur,https://www.careers360.com/colleges/adhiparasakthi-polytechnic-college-melmaruvathur?gallery=true,https://careers360.com/university/adhiparasakthi-polytechnic-college-melmaruvathur,https://www.careers360.com/university/adhiparasakthi-polytechnic-college-melmaruvathur?gallery=true
112,"Adhiparasakthi Polytechnic College, Pappireddipatti","Kanchipuram,Tamil Nadu",Tamil Nadu,Kanchipuram,No Ranking,,,Diploma in Electrical and Electronics Engineering,Not Mentioned,No Ratings,Not Mentioned,Private,https://careers360.com/colleges/adhiparasakthi-polytechnic-college-pappireddipatti,https://www.careers360.com/colleges/adhiparasakthi-polytechnic-college-pappireddipatti?gallery=true,https://careers360.com/university/adhiparasakthi-polytechnic-college-pappireddipatti,https://www.careers360.com/university/adhiparasakthi-polytechnic-college-pappireddipatti?gallery=true
113,"Adhiyamaan College of Engineering, Hosur","Krishnagiri,Tamil Nadu",Tamil Nadu,Krishnagiri,No Ranking,,,BE Computer Science and Engineering,Not Mentioned,3.9/5,Not Mentioned,Private,https://careers360.com/colleges/adhiyamaan-college-of-engineering-hosur,https://www.careers360.com/colleges/adhiyamaan-college-of-engineering-hosur?gallery=true,https://careers360.com/university/adhiyamaan-college-of-engineering-hosur,https://www.careers360.com/university/adhiyamaan-college-of-engineering-hosur?gallery=true
114,"Adhiyamaan Polytechnic College, Krishnagiri","Krishnagiri,Tamil Nadu",Tamil Nadu,Krishnagiri,No Ranking,,,Diploma in Mechanical Engineering,Not Mentioned,No Ratings,Not Mentioned,Private,https://careers360.com/colleges/adhiyamaan-polytechnic-college-krishnagiri,https://www.careers360.com/colleges/adhiyamaan-polytechnic-college-krishnagiri?gallery=true,https://careers360.com/university/adhiyamaan-polytechnic-college-krishnagiri,https://www.careers360.com/university/adhiyamaan-polytechnic-college-krishnagiri?gallery=true
115,"Adhunik College of Engineering, Ghaziabad","Ghaziabad,Uttar Pradesh",Uttar Pradesh,Ghaziabad,No Ranking,,,B.Tech Civil Engineering,"UPCET,",No Ratings,Not Mentioned,Private,https://careers360.com/colleges/adhunik-college-of-engineering-ghaziabad,https://www.careers360.com/colleges/adhunik-college-of-engineering-ghaziabad?gallery=true,https://careers360.com/university/adhunik-college-of-engineering-ghaziabad,https://www.careers360.com/university/adhunik-college-of-engineering-ghaziabad?gallery=true
116,"AIT Chikmagalur - Adichunchanagiri Institute of Technology, Chikmagalur","Chikkamagaluru,Karnataka",Karnataka,Chikkamagaluru,| Careers360  Rating: AAA,AAA,,BE Computer Science and Engineering,"JEE Main,Consortium of Medical, Engineering and Dental Colleges of Karnataka Under Graduate Entrance TestKarnataka Common Entrance Test",4.0/5,Not Mentioned,Private,https://careers360.com/colleges/adichunchanagiri-institute-of-technology-chikmagalur,https://www.careers360.com/colleges/adichunchanagiri-institute-of-technology-chikmagalur?gallery=true,https://careers360.com/university/adichunchanagiri-institute-of-technology-chikmagalur,https://www.careers360.com/university/adichunchanagiri-institute-of-technology-chikmagalur?gallery=true
117,"Adichunchanagiri Polytechnic College, Chickmagaluru","Chikmagalūr,Karnataka",Karnataka,Chikmagalūr,No Ranking,,,Diploma in Civil Engineering,Not Mentioned,No Ratings,Not Mentioned,Private,https://careers360.com/colleges/adichunchanagiri-polytechnic-college-chickmagaluru,https://www.careers360.com/colleges/adichunchanagiri-polytechnic-college-chickmagaluru?gallery=true,https://careers360.com/university/adichunchanagiri-polytechnic-college-chickmagaluru,https://www.careers360.com/university/adichunchanagiri-polytechnic-college-chickmagaluru?gallery=true
118,"Adichunchanagiri University, Mandya","Mandya,Karnataka",Karnataka,Mandya,No Ranking,,,M.Tech Data Analytics,Not Mentioned,No Ratings,Not Mentioned,Private,https://careers360.com/colleges/adichunchanagiri-university-mandya,https://www.careers360.com/colleges/adichunchanagiri-university-mandya?gallery=true,https://careers360.com/university/adichunchanagiri-university-mandya,https://www.careers360.com/university/adichunchanagiri-university-mandya?gallery=true
121,"ADINA Institute of Science and Technology, Sagar","Sagar,Madhya Pradesh",Madhya Pradesh,Sagar,| Careers360  Rating: AAA,AAA,,BE Artificial Intelligence,"JEE Main,",No Ratings,Not Mentioned,Private,https://careers360.com/colleges/adina-institute-of-science-and-technology-sagar,https://www.careers360.com/colleges/adina-institute-of-science-and-technology-sagar?gallery=true,https://careers360.com/university/adina-institute-of-science-and-technology-sagar,https://www.careers360.com/university/adina-institute-of-science-and-technology-sagar?gallery=true
122,"ASIET Kalady - Adi Shankara Institute of Engineering and Technology, Kalady","Ernakulam,Kerala",Kerala,Ernakulam,| Careers360  Rating: AA+,AA+,,B.Tech Computer Science and Engineering,"KEAM,",4.4/5,['₹3.28 Lakhs'],Private,https://careers360.com/colleges/adi-shankara-institute-of-engineering-and-technology-kalady,https://www.careers360.com/colleges/adi-shankara-institute-of-engineering-and-technology-kalady?gallery=true,https://careers360.com/university/adi-shankara-institute-of-engineering-and-technology-kalady,https://www.careers360.com/university/adi-shankara-institute-of-engineering-and-technology-kalady?gallery=true
123,"Adithya Institute of Technology, Coimbatore","Coimbatore,Tamil Nadu",Tamil Nadu,Coimbatore,No Ranking,,,B.Tech Artificial Intelligence and Data Science,Not Mentioned,No Ratings,Not Mentioned,Private,https://careers360.com/colleges/adithya-institute-of-technology-coimbatore,https://www.careers360.com/colleges/adithya-institute-of-technology-coimbatore?gallery=true,https://careers360.com/university/adithya-institute-of-technology-coimbatore,https://www.careers360.com/university/adithya-institute-of-technology-coimbatore?gallery=true
124,"Aditya Academy of Architecture and Design, Bangalore","Bangalore,Karnataka",Karnataka,Bangalore,No Ranking,,,B.Arch,"JEE Main,National Aptitude Test in Architecture",No Ratings,Not Mentioned,Private,https://careers360.com/colleges/aditya-academy-of-architecture-and-design-bangalore,https://www.careers360.com/colleges/aditya-academy-of-architecture-and-design-bangalore?gallery=true,https://careers360.com/university/aditya-academy-of-architecture-and-design-bangalore,https://www.careers360.com/university/aditya-academy-of-architecture-and-design-bangalore?gallery=true
125,"Aditya College of Architecture, Mumbai","Mumbai,Maharashtra",Maharashtra,Mumbai,No Ranking,,,B.Arch,"JEE Main,National Aptitude Test in Architecture",5.0/5,Not Mentioned,Private,https://careers360.com/colleges/aditya-college-of-architecture-mumbai,https://www.careers360.com/colleges/aditya-college-of-architecture-mumbai?gallery=true,https://careers360.com/university/aditya-college-of-architecture-mumbai,https://www.careers360.com/university/aditya-college-of-architecture-mumbai?gallery=true
126,"Aditya College of Engineering and Advanced Studies, Ahmedabad","Ahmedabad,Gujarat",Gujarat,Ahmedabad,No Ranking,,,Diploma in Civil Engineering,Not Mentioned,No Ratings,Not Mentioned,Private,https://careers360.com/colleges/aditya-college-of-engineering-and-advanced-studies-ahmedabad,https://www.careers360.com/colleges/aditya-college-of-engineering-and-advanced-studies-ahmedabad?gallery=true,https://careers360.com/university/aditya-college-of-engineering-and-advanced-studies-ahmedabad,https://www.careers360.com/university/aditya-college-of-engineering-and-advanced-studies-ahmedabad?gallery=true
127,"Aditya College of Engineering and Technology, Bengaluru","Bangalore,Karnataka",Karnataka,Bangalore,No Ranking,,,B.Tech Artificial Intelligence and Machine Learning,"COMEDK UGET,Karnataka Common Entrance Test",No Ratings,Not Mentioned,Private,https://careers360.com/colleges/aditya-college-of-engineering-and-technology-bengaluru,https://www.careers360.com/colleges/aditya-college-of-engineering-and-technology-bengaluru?gallery=true,https://careers360.com/university/aditya-college-of-engineering-and-technology-bengaluru,https://www.careers360.com/university/aditya-college-of-engineering-and-technology-bengaluru?gallery=true
128,"Aditya College of Engineering and Technology, Surampalem","East Godavari,Andhra Pradesh",Andhra Pradesh,East Godavari,| Careers360  Rating: AAA+,AAA+,,B.Tech Computer Science and Engineering,"AP EAMCET,",4.6/5,Not Mentioned,Private,https://careers360.com/colleges/aditya-college-of-engineering-and-technology-surampalem,https://www.careers360.com/colleges/aditya-college-of-engineering-and-technology-surampalem?gallery=true,https://careers360.com/university/aditya-college-of-engineering-and-technology-surampalem,https://www.careers360.com/university/aditya-college-of-engineering-and-technology-surampalem?gallery=true
129,"Aditya College of Engineering, Chittoor","Chittoor,Andhra Pradesh",Andhra Pradesh,Chittoor,| Careers360  Rating: AAA,AAA,,B.Tech Computer Science and Engineering,"JEE Main,Andhra Pradesh Engineering Agriculture and Medical Common Entrance Test",4.3/5,Not Mentioned,Private,https://careers360.com/colleges/aditya-college-of-engineering-chittoor,https://www.careers360.com/colleges/aditya-college-of-engineering-chittoor?gallery=true,https://careers360.com/university/aditya-college-of-engineering-chittoor,https://www.careers360.com/university/aditya-college-of-engineering-chittoor?gallery=true
130,"Aditya College of Engineering, Surampalem","East Godavari,Andhra Pradesh",Andhra Pradesh,East Godavari,| Careers360  Rating: AAA+,AAA+,,Diploma in Electronics and Communication Engineering,Not Mentioned,4.7/5,Not Mentioned,Private,https://careers360.com/colleges/aditya-college-of-engineering-surampalem,https://www.careers360.com/colleges/aditya-college-of-engineering-surampalem?gallery=true,https://careers360.com/university/aditya-college-of-engineering-surampalem,https://www.careers360.com/university/aditya-college-of-engineering-surampalem?gallery=true
131,"ACTS Satna - Aditya College of Technology and Science, Satna","Satna,Madhya Pradesh",Madhya Pradesh,Satna,No Ranking,,,B.Tech Artificial Intelligence and Machine Learning,"JEE Main,",No Ratings,Not Mentioned,Private,https://careers360.com/colleges/aditya-college-of-technology-and-science-satna,https://www.careers360.com/colleges/aditya-college-of-technology-and-science-satna?gallery=true,https://careers360.com/university/aditya-college-of-technology-and-science-satna,https://www.careers360.com/university/aditya-college-of-technology-and-science-satna?gallery=true
132,"Aditya Degree College, Asilmetta","Visakhapatnam,Andhra Pradesh",Andhra Pradesh,Visakhapatnam,No Ranking,,,B.Sc Artificial Intelligence Hons,Not Mentioned,5.0/5,Not Mentioned,Private,https://careers360.com/colleges/aditya-degree-college-asilmetta,https://www.careers360.com/colleges/aditya-degree-college-asilmetta?gallery=true,https://careers360.com/university/aditya-degree-college-asilmetta,https://www.careers360.com/university/aditya-degree-college-asilmetta?gallery=true
133,"Aditya Degree College, Gajuwaka","Visakhapatnam,Andhra Pradesh",Andhra Pradesh,Visakhapatnam,No Ranking,,,B.Sc Robotics and Artificial Intelligence,Not Mentioned,4.0/5,Not Mentioned,Private,https://careers360.com/colleges/aditya-degree-college-gajuwaka,https://www.careers360.com/colleges/aditya-degree-college-gajuwaka?gallery=true,https://careers360.com/university/aditya-degree-college-gajuwaka,https://www.careers360.com/university/aditya-degree-college-gajuwaka?gallery=true
134,"Aditya Degree College, Kakinada","Kakinada,Andhra Pradesh",Andhra Pradesh,Kakinada,No Ranking,,,B.Sc Artificial Intelligence,Not Mentioned,4.5/5,Not Mentioned,Private,https://careers360.com/colleges/aditya-degree-college-kakinada,https://www.careers360.com/colleges/aditya-degree-college-kakinada?gallery=true,https://careers360.com/university/aditya-degree-college-kakinada,https://www.careers360.com/university/aditya-degree-college-kakinada?gallery=true
135,"Aditya Degree College, Surampalem","East Godavari,Andhra Pradesh",Andhra Pradesh,East Godavari,No Ranking,,,B.Sc Artificial Intelligence and Robotics,Not Mentioned,3.8/5,Not Mentioned,Private,https://careers360.com/colleges/aditya-degree-college-surampalem,https://www.careers360.com/colleges/aditya-degree-college-surampalem?gallery=true,https://careers360.com/university/aditya-degree-college-surampalem,https://www.careers360.com/university/aditya-degree-college-surampalem?gallery=true
136,"Aditya Degree College Womens, Kakinada","Kakinada,Andhra Pradesh",Andhra Pradesh,Kakinada,No Ranking,,,B.Sc Artificial Intelligence & Robotics,Not Mentioned,4.3/5,Not Mentioned,Private,https://careers360.com/colleges/aditya-degree-college-womens-kakinada,https://www.careers360.com/colleges/aditya-degree-college-womens-kakinada?gallery=true,https://careers360.com/university/aditya-degree-college-womens-kakinada,https://www.careers360.com/university/aditya-degree-college-womens-kakinada?gallery=true
137,"Aditya Degree College Womens, Rajahmundry","Rajahmundry,Andhra Pradesh",Andhra Pradesh,Rajahmundry,No Ranking,,,B.Sc Robotics and Artificial Intelligence,Not Mentioned,No Ratings,Not Mentioned,Private,https://careers360.com/colleges/aditya-degree-college-womens-rajahmundry,https://www.careers360.com/colleges/aditya-degree-college-womens-rajahmundry?gallery=true,https://careers360.com/university/aditya-degree-college-womens-rajahmundry,https://www.careers360.com/university/aditya-degree-college-womens-rajahmundry?gallery=true
138,"Aditya Engineering College, Beed","Beed,Maharashtra",Maharashtra,Beed,No Ranking,,,BE Civil Engineering,"JEE Main,Maharashtra Common Entrance Test",No Ratings,Not Mentioned,Private,https://careers360.com/colleges/aditya-engineering-college-beed,https://www.careers360.com/colleges/aditya-engineering-college-beed?gallery=true,https://careers360.com/university/aditya-engineering-college-beed,https://www.careers360.com/university/aditya-engineering-college-beed?gallery=true
139,"Aditya Engineering College, Surampalem","Surampalem,Andhra Pradesh",Andhra Pradesh,Surampalem,NIRF Ranking: 201-300 | Careers360  Rating: AAA+,AAA+,201-300,B.Tech Electronics and Communication Engineering,"AP EAMCET,",4.2/5,Not Mentioned,Private,https://careers360.com/colleges/aditya-engineering-college-surampalem,https://www.careers360.com/colleges/aditya-engineering-college-surampalem?gallery=true,https://careers360.com/university/aditya-engineering-college-surampalem,https://www.careers360.com/university/aditya-engineering-college-surampalem?gallery=true
140,"AITAM Tekkali - Aditya Institute of Technology and Management, Tekkali","Srikakulam,Andhra Pradesh",Andhra Pradesh,Srikakulam,NIRF Ranking: 201-300 | Careers360  Rating: AAA+,AAA+,201-300,B.Tech Computer Science and Engineering,"JEE Main,Andhra Pradesh Engineering Agriculture and Medical Common Entrance Test",4.4/5,['₹2.69 Lakhs'],Private,https://careers360.com/colleges/aditya-institute-of-technology-and-management-tekkali,https://www.careers360.com/colleges/aditya-institute-of-technology-and-management-tekkali?gallery=true,https://careers360.com/university/aditya-institute-of-technology-and-management-tekkali,https://www.careers360.com/university/aditya-institute-of-technology-and-management-tekkali?gallery=true
141,"Aditya Institute of Technology, Delhi","New Delhi,Delhi",Delhi,New Delhi,No Ranking,,,Diploma in Computer Engineering,"Delhi CET,",No Ratings,['₹75 K'],Private,https://careers360.com/colleges/aditya-institute-of-technology-delhi,https://www.careers360.com/colleges/aditya-institute-of-technology-delhi?gallery=true,https://careers360.com/university/aditya-institute-of-technology-delhi,https://www.careers360.com/university/aditya-institute-of-technology-delhi?gallery=true
142,"Aditya Polytechnic College, Beed","Beed,Maharashtra",Maharashtra,Beed,No Ranking,,,Diploma in Computer Science and Engineering,Not Mentioned,No Ratings,Not Mentioned,Private,https://careers360.com/colleges/aditya-polytechnic-college-beed,https://www.careers360.com/colleges/aditya-polytechnic-college-beed?gallery=true,https://careers360.com/university/aditya-polytechnic-college-beed,https://www.careers360.com/university/aditya-polytechnic-college-beed?gallery=true
143,"Aditya Polytechnic, Lanja","Lanja,Maharashtra",Maharashtra,Lanja,No Ranking,,,Diploma in Civil Engineering,Not Mentioned,No Ratings,Not Mentioned,Private,https://careers360.com/colleges/aditya-polytechnic-lanja,https://www.careers360.com/colleges/aditya-polytechnic-lanja?gallery=true,https://careers360.com/university/aditya-polytechnic-lanja,https://www.careers360.com/university/aditya-polytechnic-lanja?gallery=true
144,"Aditya Silver Oak Institute of Technology, Ahmedabad","Ahmedabad,Gujarat",Gujarat,Ahmedabad,No Ranking,,,Diploma in Chemical Engineering,Not Mentioned,4.7/5,Not Mentioned,Private,https://careers360.com/colleges/aditya-silver-oak-institute-of-technology-ahmedabad,https://www.careers360.com/colleges/aditya-silver-oak-institute-of-technology-ahmedabad?gallery=true,https://careers360.com/university/aditya-silver-oak-institute-of-technology-ahmedabad,https://www.careers360.com/university/aditya-silver-oak-institute-of-technology-ahmedabad?gallery=true
146,"ADIT Anand - AD Patel Institute of Technology, Anand","Anand,Gujarat",Gujarat,Anand,| Careers360  Rating: AAA,AAA,,B.Tech Information Technology,"GUJCET,",4.1/5,['₹4.24 Lakhs'],Private,https://careers360.com/colleges/ad-patel-institute-of-technology-anand,https://www.careers360.com/colleges/ad-patel-institute-of-technology-anand?gallery=true,https://careers360.com/university/ad-patel-institute-of-technology-anand,https://www.careers360.com/university/ad-patel-institute-of-technology-anand?gallery=true
147,"ADRS Institute of Technology and Management, Aligarh","Aligarh,Uttar Pradesh",Uttar Pradesh,Aligarh,No Ranking,,,Diploma in Civil Engineering,"JEECUP,",No Ratings,['₹90.45 K'],Private,https://careers360.com/colleges/adrs-institute-of-technology-and-management-aligarh,https://www.careers360.com/colleges/adrs-institute-of-technology-and-management-aligarh?gallery=true,https://careers360.com/university/adrs-institute-of-technology-and-management-aligarh,https://www.careers360.com/university/adrs-institute-of-technology-and-management-aligarh?gallery=true
148,"Adsul's Technical Campus, Ahmednagar","Ahmednagar,Maharashtra",Maharashtra,Ahmednagar,No Ranking,,,BE Computer Engineering,"MHT CET,",3.4/5,Not Mentioned,Private,https://careers360.com/colleges/adsul's-technical-campus-ahmednagar,https://www.careers360.com/colleges/adsul's-technical-campus-ahmednagar?gallery=true,https://careers360.com/university/adsul's-technical-campus-ahmednagar,https://www.careers360.com/university/adsul's-technical-campus-ahmednagar?gallery=true
149,"Adusumalli Vijaya College of Engineering and Research Centre, Nalgonda","Nalgonda,Telangana",Telangana,Nalgonda,No Ranking,,,B.Tech Civil Engineering,Not Mentioned,No Ratings,Not Mentioned,Private,https://careers360.com/colleges/adusumalli-vijaya-college-of-engineering-and-research-centre-nalgonda,https://www.careers360.com/colleges/adusumalli-vijaya-college-of-engineering-and-research-centre-nalgonda?gallery=true,https://careers360.com/university/adusumalli-vijaya-college-of-engineering-and-research-centre-nalgonda,https://www.careers360.com/university/adusumalli-vijaya-college-of-engineering-and-research-centre-nalgonda?gallery=true
150,"Adusumilli Vijaya Institute of Technology and Research Centre, Nalgonda","Nalgonda,Telangana",Telangana,Nalgonda,No Ranking,,,B.Tech Civil Engineering,"JEE Main,Telangana State Engineering Agriculture and Medical Common Entrance Test",No Ratings,Not Mentioned,Private,https://careers360.com/colleges/adusumilli-vijaya-institute-of-technology-and-research-centre-nalgonda,https://www.careers360.com/colleges/adusumilli-vijaya-institute-of-technology-and-research-centre-nalgonda?gallery=true,https://careers360.com/university/adusumilli-vijaya-institute-of-technology-and-research-centre-nalgonda,https://www.careers360.com/university/adusumilli-vijaya-institute-of-technology-and-research-centre-nalgonda?gallery=true
151,"Advait Vedanta Institute of Technology, Jaipur","Jaipur,Rajasthan",Rajasthan,Jaipur,No Ranking,,,Diploma in Civil Engineering,Not Mentioned,No Ratings,Not Mentioned,Private,https://careers360.com/colleges/advait-vedanta-institute-of-technology-jaipur,https://www.careers360.com/colleges/advait-vedanta-institute-of-technology-jaipur?gallery=true,https://careers360.com/university/advait-vedanta-institute-of-technology-jaipur,https://www.careers360.com/university/advait-vedanta-institute-of-technology-jaipur?gallery=true
152,"ACTM Palwal - Advanced College of Technology and Management, Palwal","Aurangabad,Haryana",Haryana,Aurangabad,No Ranking,,,B.Tech Civil Engineering,"JEE Main,",No Ratings,Not Mentioned,Private,https://careers360.com/colleges/advanced-college-of-technology-and-management-palwal,https://www.careers360.com/colleges/advanced-college-of-technology-and-management-palwal?gallery=true,https://careers360.com/university/advanced-college-of-technology-and-management-palwal,https://www.careers360.com/university/advanced-college-of-technology-and-management-palwal?gallery=true
153,"AITM Palwal - Advanced Institute of Technology and Management, Palwal","Palwal,Haryana",Haryana,Palwal,No Ranking,,,B.Tech Computer Science and Engineering,Not Mentioned,5.0/5,Not Mentioned,Private,https://careers360.com/colleges/advanced-institute-of-technology-and-management-palwal,https://www.careers360.com/colleges/advanced-institute-of-technology-and-management-palwal?gallery=true,https://careers360.com/university/advanced-institute-of-technology-and-management-palwal,https://www.careers360.com/university/advanced-institute-of-technology-and-management-palwal?gallery=true
157,"AMIT Banka - Adwaita Mission Institute of Technology, Maniyarpur","Banka,Bihar",Bihar,Banka,No Ranking,,,B.Tech Civil Engineering,Not Mentioned,No Ratings,Not Mentioned,Private,https://careers360.com/colleges/adwaita-mission-institute-of-technology-maniyarpur,https://www.careers360.com/colleges/adwaita-mission-institute-of-technology-maniyarpur?gallery=true,https://careers360.com/university/adwaita-mission-institute-of-technology-maniyarpur,https://www.careers360.com/university/adwaita-mission-institute-of-technology-maniyarpur?gallery=true
158,"Adyapeath Annada Polytechnic College, Kolkata","Kolkata,West Bengal",West Bengal,Kolkata,No Ranking,,,Diploma in Civil Engineering,Not Mentioned,No Ratings,Not Mentioned,Private,https://careers360.com/colleges/adyapeath-annada-polytechnic-college-kolkata,https://www.careers360.com/colleges/adyapeath-annada-polytechnic-college-kolkata?gallery=true,https://careers360.com/university/adyapeath-annada-polytechnic-college-kolkata,https://www.careers360.com/university/adyapeath-annada-polytechnic-college-kolkata?gallery=true
159,"AECS Pavan Polytechnic, Kolar","Kolar,Karnataka",Karnataka,Kolar,No Ranking,,,Diploma in Mechanical Engineering,Not Mentioned,No Ratings,['₹38.40 K'],Private,https://careers360.com/colleges/aecs-pavan-polytechnic-kolar,https://www.careers360.com/colleges/aecs-pavan-polytechnic-kolar?gallery=true,https://careers360.com/university/aecs-pavan-polytechnic-kolar,https://www.careers360.com/university/aecs-pavan-polytechnic-kolar?gallery=true
160,"Aero Institute of Technology, Namakkal","Namakkal,Tamil Nadu",Tamil Nadu,Namakkal,No Ranking,,,Diploma in Aeronautical Engineering,Not Mentioned,No Ratings,Not Mentioned,Private,https://careers360.com/colleges/aero-institute-of-technology-namakkal,https://www.careers360.com/colleges/aero-institute-of-technology-namakkal?gallery=true,https://careers360.com/university/aero-institute-of-technology-namakkal,https://www.careers360.com/university/aero-institute-of-technology-namakkal?gallery=true
